english_large.txt,1,250727,20934,130,20589,205674209,20846,0
english_large.txt,1,402221,21163,130,20816,210300449,21105,0
english_large.txt,1,1000081,19657,130,19312,180496634,19429,0
english_large.txt,27183,250727,194433,2.5196220999999923,76622,420481,278,0
english_large.txt,27183,402221,194433,2.22708080000001,47799,100117,43,0
english_large.txt,27183,1000081,194433,2.182734700000026,19038,24410,15,0
english_large.txt,250726,250727,18627,130,18530,171300471,18547,0
english_large.txt,250726,402221,194433,2.8644304000000034,47902,101113,51,0
english_large.txt,250726,1000081,194433,2.5746390000000474,19047,24487,13,0
english_small.txt,1,250727,20126,130,19743,189163782,20035,0
english_small.txt,1,402221,20869,130,20486,203805881,20752,0
english_small.txt,1,1000081,21007,130,20624,206605043,20917,0
english_small.txt,27183,250727,84097,1.103887200000031,14263,22542,21,0
english_small.txt,27183,402221,84097,1.119620599999962,9012,11749,13,0
english_small.txt,27183,1000081,84097,1.1451737999999523,3487,3908,5,0
english_small.txt,250726,250727,19615,130,19500,189681828,19544,0
english_small.txt,250726,402221,84097,0.8692693000000418,9011,11811,10,0
english_small.txt,250726,1000081,84097,0.8389667000000145,3612,4054,8,0
french.txt,1,250727,22622,130,21714,198975426,22406,0
french.txt,1,402221,23023,130,22115,207511930,22808,0
french.txt,1,1000081,22424,130,21516,194823258,22316,0
french.txt,27183,250727,202358,2.860907200000156,84347,563708,363,0
french.txt,27183,402221,202358,2.471631000000116,53376,125307,64,0
french.txt,27183,1000081,202358,2.3594484000000193,21876,30360,20,0
french.txt,250726,250727,22288,130,21846,185639187,20149,0
french.txt,250726,402221,202358,2.503908100000217,53024,122168,36,0
french.txt,250726,1000081,202358,2.884943000000021,21795,30185,11,0
