english_large.txt,1,250727,194433,98.8698773,194061,65664948,1312,0
english_large.txt,1,402221,194433,89.28262210000001,194056,62188461,864,0
english_large.txt,1,1000081,194433,91.33616909999998,194056,61784754,751,0
english_large.txt,27183,250727,194433,2.4417971000000307,76433,216607,32,0
english_large.txt,27183,402221,194433,2.1936547000000246,47851,82238,13,0
english_large.txt,27183,1000081,194433,2.1543829999999957,19061,23618,6,0
english_large.txt,250726,250727,134881,130,134768,75175012,1891,0
english_large.txt,250726,402221,194433,2.303944100000024,47851,82826,15,0
english_large.txt,250726,1000081,194433,2.1303962999999726,19052,23720,8,0
english_small.txt,1,250727,84097,22.579897099999982,83691,16547011,398,0
english_small.txt,1,402221,84097,22.5517648,83691,16547011,398,0
english_small.txt,1,1000081,84097,22.707188400000007,83691,16547011,398,0
english_small.txt,27183,250727,84097,1.0541246999999885,14263,20563,9,0
english_small.txt,27183,402221,84097,0.8687866999999869,9000,11254,6,0
english_small.txt,27183,1000081,84097,0.8760996999999975,3492,3885,5,0
english_small.txt,250726,250727,84097,44.09411840000001,83957,28516818,999,0
english_small.txt,250726,402221,84097,0.9361844000000019,8983,11260,7,0
english_small.txt,250726,1000081,84097,0.9071087999999463,3610,4005,5,0
french.txt,1,250727,202358,86.8740064000001,201396,59783051,856,0
french.txt,1,402221,202358,93.90090250000003,201396,59373165,598,0
french.txt,1,1000081,202358,87.53138220000005,201396,59373165,598,0
french.txt,27183,250727,202358,2.801235199999951,84635,260170,39,0
french.txt,27183,402221,202358,2.562521899999979,53392,96607,18,0
french.txt,27183,1000081,202358,2.4338761000000204,21930,28423,7,0
french.txt,250726,250727,172906,130,172215,74479467,1863,0
french.txt,250726,402221,202358,2.660245600000053,53220,95946,19,0
french.txt,250726,1000081,202358,2.5525324000000182,21886,28355,6,0
